# SYNTHETIC DATA — NER-SHIELD Disruption Dataset
# Generated by: backend/ai/disruption/generate_dataset.py
# Seed: 42 | Samples: 1000
# This file contains synthetically generated data only.
# Replace with real data by dropping a real CSV at this path.
rainfall_mm,flood_level,landslide_indicator,road_condition,traffic_level,historical_incidents,terrain_risk,bridge_condition,incident_severity,connectivity_score,disruption
41.9,1,2,1,2,4,2,0,0,0.723,0
127.7,0,0,1,2,1,2,1,0,0.524,0
335.5,0,2,0,2,9,0,1,0,0.761,0
348.4,0,2,0,2,9,0,0,1,0.827,1
270.2,0,1,2,0,9,2,1,3,0.023,1
108.8,0,0,1,2,4,0,2,1,0.079,0
240.7,0,0,0,2,2,1,0,1,0.336,0
246.9,0,0,0,1,0,1,0,0,0.918,0
135.7,1,1,1,2,8,0,0,1,0.398,0
224.3,1,0,0,1,3,0,0,0,0.888,0
3.8,0,2,2,1,9,2,0,0,0.462,0
73.2,0,0,2,0,9,2,1,2,0.289,0
183.8,2,1,0,2,1,2,0,0,0.901,0
57.3,1,0,1,3,10,1,1,0,0.561,0
58.1,2,0,0,0,1,0,2,0,0.36,0
292.7,0,0,1,1,5,1,2,2,0.044,0
346.2,2,0,2,0,5,1,1,0,0.111,0
194.6,0,0,1,0,10,0,0,0,0.139,0
293.7,0,0,2,4,7,2,0,2,0.365,1
346.6,0,0,0,1,9,2,0,0,0.607,0
49.6,0,0,1,1,6,1,2,3,0.308,0
156.9,0,0,1,1,9,1,2,0,0.066,0
137.4,0,2,1,4,9,1,0,1,0.265,0
28.0,2,0,3,1,9,0,0,3,0.409,1
264.4,0,0,0,2,4,1,1,1,0.992,0
151.8,0,0,2,1,4,1,0,1,0.393,0
164.3,0,0,2,0,10,1,2,0,0.089,1
52.7,0,0,1,2,8,1,0,2,0.581,1
63.3,0,0,1,0,10,2,0,3,0.92,0
317.5,0,2,1,2,6,0,0,1,0.787,1
15.6,0,0,0,1,10,0,0,3,0.836,0
81.5,2,1,2,2,7,0,0,1,0.928,0
102.2,3,0,1,2,8,0,2,1,0.637,0
171.6,0,0,3,2,1,1,0,0,0.995,0
205.3,1,0,1,0,6,2,1,1,0.033,0
172.7,2,0,1,2,8,2,0,2,0.835,1
29.4,3,0,2,4,8,1,0,1,0.857,0
85.3,1,1,1,0,10,1,0,0,0.917,0
295.3,2,1,3,1,3,0,0,1,0.478,1
223.2,3,0,0,3,3,1,0,2,0.788,1
227.2,2,0,3,0,10,1,0,3,0.195,1
234.6,0,0,2,2,10,2,1,0,0.603,0
267.0,0,0,2,2,1,1,1,0,0.359,0
20.3,0,0,1,0,4,0,2,0,0.596,0
128.3,0,1,2,2,10,1,0,0,0.676,0
188.8,0,2,1,2,2,0,1,3,0.347,1
118.5,0,0,2,1,8,2,1,0,0.216,0
295.6,1,0,0,3,1,0,0,1,0.322,0
168.9,1,1,1,0,1,0,0,0,0.664,0
269.0,2,1,1,1,8,0,1,0,0.677,1
298.2,0,0,1,3,6,2,1,3,0.741,1
176.7,0,0,1,0,6,1,0,0,0.127,0
318.3,2,1,2,3,9,1,0,0,0.819,1
205.5,2,1,0,0,3,1,2,0,0.688,0
297.6,3,0,2,1,5,0,0,3,0.031,1
119.2,2,2,0,0,6,2,2,3,0.336,1
174.6,2,0,2,2,8,0,1,0,0.467,0
186.0,0,1,2,2,3,0,1,1,0.361,0
36.7,0,0,1,3,6,1,1,0,0.117,0
139.5,0,0,2,4,4,0,0,1,0.207,0
321.1,1,0,3,2,5,0,1,0,0.025,1
220.8,3,0,2,2,9,2,1,2,0.093,1
62.1,0,0,1,1,4,1,1,3,0.266,0
118.6,1,0,1,3,7,0,0,0,0.82,0
67.1,0,0,2,2,10,1,0,0,0.527,0
8.7,0,0,0,3,8,2,0,0,0.424,0
324.6,0,1,2,0,10,0,0,0,0.662,0
156.9,0,1,1,1,6,0,1,0,0.542,0
107.6,3,1,2,2,3,1,1,0,0.132,1
209.5,0,0,0,0,10,1,1,3,0.223,0
2.6,2,0,0,0,7,2,1,0,0.223,0
97.3,1,2,3,4,2,1,0,2,0.6,1
246.1,0,0,2,1,3,0,0,0,0.462,1
221.8,0,0,2,0,2,1,0,1,0.388,0
343.6,2,2,3,1,9,1,0,0,0.557,1
217.1,0,2,1,1,1,0,0,3,0.97,0
167.1,3,0,0,2,8,1,0,0,0.314,0
266.5,0,1,0,3,6,0,0,0,0.52,0
316.2,1,0,1,4,0,2,1,1,0.48,0
252.2,2,1,0,2,6,2,0,1,0.717,1
337.1,0,0,3,2,8,1,0,1,0.73,1
273.7,0,0,0,1,7,2,0,0,0.729,0
303.4,3,0,0,3,5,2,1,0,0.202,1
39.9,0,0,0,0,3,0,1,2,0.449,0
256.3,0,1,0,0,1,1,0,1,0.811,0
154.0,0,0,0,4,0,1,0,1,0.382,0
193.6,0,1,2,3,3,0,2,0,0.984,0
228.9,2,1,1,1,6,1,1,0,0.365,1
339.4,2,0,1,2,0,1,1,3,0.498,1
344.6,0,1,2,1,10,2,1,1,0.475,1
100.9,2,0,1,1,6,1,1,0,0.434,1
256.8,0,0,2,1,3,2,2,3,0.846,1
262.5,0,0,1,0,10,1,0,1,0.155,0
121.3,1,1,0,1,2,0,1,0,0.568,0
43.4,3,1,1,1,10,2,0,0,0.619,1
14.3,0,2,3,1,3,0,1,1,0.851,0
272.1,0,1,1,0,4,0,0,0,0.609,0
171.4,1,2,0,3,4,1,0,1,0.96,0
344.9,2,0,1,2,10,2,2,1,0.872,1
162.7,0,2,2,3,2,1,2,0,0.349,0
342.3,0,0,2,0,10,0,0,3,0.86,1
144.1,1,0,1,2,3,1,2,0,0.958,0
277.8,0,0,2,3,3,0,0,0,0.257,1
29.7,0,0,2,1,7,0,0,1,0.61,0
194.4,0,0,1,0,7,1,2,1,0.282,0
280.7,0,0,0,1,3,0,0,0,0.65,0
323.6,0,0,0,1,1,1,0,1,0.094,0
287.9,2,0,3,1,4,1,1,3,0.734,1
12.9,1,1,1,1,5,2,0,2,0.42,0
130.4,1,0,1,1,0,1,0,2,0.587,0
17.0,3,0,1,2,0,1,0,0,0.026,0
38.2,0,0,0,0,10,0,1,0,0.695,0
236.4,0,0,2,1,0,2,0,1,0.496,0
249.6,3,0,0,2,4,0,0,0,0.625,0
270.8,0,1,2,0,8,0,1,2,0.316,1
302.9,1,0,1,0,3,1,0,0,0.146,0
258.8,2,1,0,0,5,0,0,0,0.435,1
280.3,0,1,0,0,0,0,1,0,0.944,0
17.1,0,0,2,1,8,0,1,0,0.228,0
82.1,0,1,0,0,6,1,0,0,0.676,0
217.7,0,0,0,1,9,1,2,1,0.05,0
300.3,0,1,2,4,9,2,1,1,0.718,1
1.6,0,1,1,3,3,2,0,0,0.238,1
180.1,2,1,1,0,0,1,1,0,0.452,0
237.1,3,1,0,1,3,2,1,2,0.368,1
10.4,2,1,2,1,1,2,1,0,0.113,0
140.5,0,2,0,3,5,2,1,1,0.346,0
313.5,0,0,0,3,1,2,1,1,0.35,0
235.1,0,1,1,0,10,1,2,1,0.522,1
83.2,0,1,0,0,6,1,1,2,0.972,0
298.5,3,0,1,1,2,1,1,1,0.47,1
121.8,0,2,0,3,10,0,1,3,0.914,0
298.7,0,0,0,3,8,1,2,2,0.462,0
104.6,2,0,1,0,4,0,2,0,0.108,0
206.6,0,0,2,2,1,0,0,0,0.23,0
138.9,0,0,0,0,3,2,0,0,0.408,0
96.2,0,1,0,2,6,2,1,0,0.325,0
310.3,1,0,3,3,8,1,0,1,0.866,1
65.7,2,0,2,1,2,1,1,0,0.679,0
29.7,0,0,2,0,8,1,1,0,0.578,0
119.7,3,0,0,2,3,2,2,0,0.491,0
251.2,2,1,1,1,2,2,0,1,0.397,1
282.6,2,1,0,3,4,1,1,1,0.612,1
349.6,0,0,0,1,1,1,0,3,0.125,0
103.7,0,0,1,3,4,1,1,0,0.163,0
142.8,2,0,1,1,3,2,0,0,0.303,0
47.9,0,0,1,0,3,2,1,3,0.171,0
201.2,1,0,1,1,8,1,1,1,0.677,0
349.2,2,0,0,0,3,1,1,1,0.025,1
245.3,0,0,1,1,7,1,1,1,0.16,0
208.3,2,0,2,2,7,1,0,0,0.903,0
137.3,3,0,2,0,7,2,0,2,0.998,1
320.4,1,0,1,0,2,2,0,1,0.488,0
173.9,0,1,1,0,9,1,2,1,0.495,0
47.0,2,1,0,0,2,1,2,1,0.773,0
127.9,1,0,0,3,3,1,0,0,0.036,0
23.5,1,1,2,3,9,0,0,0,0.427,0
70.7,2,1,0,0,3,1,0,2,0.1,0
6.2,1,0,1,2,7,2,1,1,0.401,0
158.6,0,0,1,2,0,2,0,0,0.984,0
222.1,0,0,0,4,6,0,0,0,0.754,0
120.2,0,1,0,1,9,2,0,3,0.985,0
147.1,1,0,1,1,7,2,0,0,0.746,0
335.7,1,1,3,1,6,1,0,0,0.608,1
263.2,1,0,1,3,9,1,0,1,0.754,0
189.3,0,0,1,2,3,1,1,2,0.659,0
99.6,2,2,0,1,4,2,1,1,0.464,1
313.9,3,0,1,0,0,0,0,2,0.293,1
82.3,0,1,0,2,7,0,1,0,0.52,0
113.9,1,2,1,3,7,1,0,3,0.258,1
318.2,1,1,2,1,8,0,1,3,0.487,0
185.3,1,0,1,2,8,1,2,1,0.146,0
259.8,0,1,0,1,1,2,0,1,0.565,0
206.8,2,0,0,1,7,0,2,0,0.245,0
228.7,3,0,0,1,8,1,1,0,0.294,1
104.8,1,1,1,2,2,2,1,0,0.499,0
84.5,3,1,2,4,5,1,0,0,0.163,1
112.9,3,0,0,1,10,1,0,3,0.962,1
54.4,0,0,1,1,4,1,0,0,0.447,0
306.0,1,1,2,1,8,0,2,1,0.352,1
99.1,0,1,0,0,5,0,1,0,0.029,0
196.5,3,0,0,1,7,2,0,0,0.843,0
277.2,0,1,1,0,6,1,1,0,0.626,0
274.3,0,0,2,1,7,1,0,0,0.416,0
153.4,2,0,1,0,8,0,0,1,0.246,0
166.7,0,0,2,1,9,2,1,3,0.745,1
348.1,2,2,2,2,3,0,1,0,0.945,0
236.1,0,0,2,0,10,2,1,3,0.381,1
285.1,3,0,3,2,6,1,1,1,0.135,0
315.9,2,0,2,3,6,1,1,1,0.109,1
275.7,0,1,2,2,3,0,1,0,0.006,0
64.8,2,0,2,0,4,0,0,0,0.744,0
196.8,0,0,2,1,7,1,1,2,0.981,0
35.7,1,2,2,2,4,2,1,1,0.993,0
228.5,1,0,3,1,3,0,0,0,0.784,0
334.4,2,0,1,0,9,1,0,2,0.162,1
179.5,0,0,1,1,4,1,0,0,0.978,0
151.5,0,1,1,1,7,0,0,2,0.328,0
12.5,1,0,2,1,0,1,1,0,0.334,0
335.9,1,0,1,2,0,0,0,3,0.687,0
36.1,0,0,2,0,9,1,1,0,0.049,0
14.4,0,1,2,1,1,0,0,0,0.826,0
86.1,0,1,3,3,8,1,0,1,0.997,0
22.9,2,0,0,1,9,1,0,0,0.775,0
159.3,0,0,2,2,5,1,0,3,0.782,0
180.6,0,1,2,1,9,1,2,1,0.39,1
109.4,3,0,3,1,4,2,0,0,0.066,1
17.8,0,0,3,3,10,1,0,0,0.793,0
39.1,1,0,1,1,2,2,0,3,0.597,0
134.6,0,0,1,0,4,0,0,1,0.909,0
21.2,2,0,0,3,4,1,1,2,0.116,0
244.4,1,0,3,2,8,0,1,0,0.305,1
72.5,2,0,0,2,0,1,0,3,0.361,0
105.7,0,0,2,0,9,2,1,1,0.683,0
137.9,1,1,2,0,0,2,0,1,0.788,0
145.8,2,0,1,2,3,1,1,0,0.961,0
0.6,0,0,0,0,6,1,1,0,0.295,0
39.2,0,1,0,0,1,0,0,3,0.494,1
302.0,0,0,2,2,5,0,1,3,0.029,1
0.4,3,1,1,1,10,2,1,0,0.253,1
177.9,1,0,0,0,9,0,0,3,0.374,0
171.3,1,1,2,0,0,0,2,0,0.594,0
116.6,1,0,0,1,6,2,2,0,0.471,0
151.0,1,0,2,2,6,2,0,0,0.364,0
273.2,0,0,1,3,0,1,1,0,0.624,1
294.4,0,0,0,0,7,1,1,0,0.829,0
91.1,1,0,0,0,5,2,1,0,0.242,0
112.9,0,1,1,1,7,0,1,0,0.343,0
84.9,2,1,1,1,3,1,2,1,0.705,0
168.0,2,0,2,1,2,1,1,2,0.778,1
239.1,0,1,1,3,8,2,1,1,0.825,0
79.9,1,1,1,1,7,2,0,0,0.209,0
115.8,0,1,0,1,1,2,0,2,0.539,0
325.6,3,1,0,4,2,0,2,0,0.9,1
17.0,3,1,3,0,6,1,1,2,0.392,1
161.3,3,0,0,3,9,0,0,1,0.43,0
249.0,0,1,3,1,2,2,2,0,0.985,1
52.7,0,2,1,1,2,0,1,0,0.113,0
16.6,0,0,0,3,8,0,1,2,0.706,0
48.4,0,0,0,1,7,2,0,3,0.85,0
321.6,0,0,0,1,9,1,1,1,0.151,0
3.2,0,2,2,1,8,2,0,3,0.714,1
65.9,3,0,1,2,10,0,0,3,0.47,1
10.9,0,1,1,2,2,2,1,0,0.853,0
38.7,0,1,2,0,2,0,2,1,0.907,0
217.1,2,2,1,2,2,0,0,0,0.872,1
84.6,1,0,3,2,0,1,2,0,0.064,0
199.2,2,1,3,1,8,0,2,0,0.757,1
206.6,1,1,2,0,7,1,0,3,0.922,1
297.3,2,0,2,1,0,0,0,1,0.621,0
1.7,1,1,2,0,2,0,1,0,0.601,0
298.7,1,0,1,0,2,2,1,0,0.045,0
216.7,1,0,2,1,4,0,0,0,0.856,0
57.0,0,0,0,0,5,2,1,1,0.046,0
270.5,0,0,2,1,3,2,1,3,0.314,1
299.4,0,0,3,2,10,0,1,0,0.926,0
89.0,0,0,0,1,2,2,1,0,0.95,0
321.6,2,0,2,4,6,1,0,1,0.992,1
159.1,0,0,3,3,4,1,0,0,0.476,0
211.2,0,0,0,2,4,0,0,1,0.177,0
344.6,0,0,1,4,9,2,2,0,0.488,0
126.5,2,1,3,3,10,1,2,0,0.102,1
284.6,0,1,3,1,0,1,1,0,0.873,0
111.4,1,0,0,2,5,2,0,3,0.561,0
279.7,2,2,1,0,1,1,1,0,0.405,1
210.3,0,0,2,2,4,2,0,0,0.08,0
75.7,2,1,0,1,6,2,0,1,0.405,0
144.9,0,0,1,0,4,2,0,3,0.866,0
111.2,0,1,0,1,3,2,1,0,0.703,0
27.3,1,2,0,4,3,2,0,0,0.082,0
10.4,3,1,1,1,3,0,1,1,0.16,0
121.3,0,0,2,0,3,2,2,0,0.392,0
6.7,1,0,1,0,4,2,1,1,0.101,0
57.9,0,0,2,1,7,1,0,0,0.934,0
253.8,1,1,1,3,1,1,2,0,0.652,0
247.8,1,1,0,2,0,2,1,0,0.095,0
258.5,1,2,0,1,5,0,0,1,0.788,0
111.0,1,0,0,0,7,1,1,0,0.368,0
311.5,0,0,1,0,2,1,2,0,0.245,0
207.8,1,0,0,1,2,0,0,0,0.57,0
44.1,1,0,0,3,6,2,1,2,0.013,0
50.3,1,0,0,2,4,0,0,0,0.465,0
242.6,0,0,2,1,8,2,0,1,0.844,0
60.5,0,1,1,2,1,2,1,1,0.928,0
177.6,0,0,3,1,1,1,0,0,0.343,0
347.1,0,0,2,2,6,2,0,3,0.642,1
1.4,0,0,1,1,4,0,0,2,0.227,1
5.8,0,1,0,2,8,2,0,0,0.56,0
347.6,1,1,1,1,5,2,0,0,0.254,1
204.6,0,0,0,3,3,0,1,0,0.571,0
44.4,2,0,1,1,1,2,0,0,0.172,0
314.1,1,0,1,0,1,1,0,1,0.941,0
308.1,2,0,1,0,8,1,2,3,0.887,1
187.7,0,0,0,1,2,2,2,2,0.337,0
217.6,0,0,2,1,5,1,0,0,0.777,0
95.6,1,2,2,2,8,1,0,0,0.096,1
17.7,3,0,2,2,9,0,0,0,0.74,0
208.1,0,1,1,1,2,1,0,1,0.282,0
103.2,1,0,1,2,1,2,0,0,0.136,0
232.3,1,2,0,2,8,0,2,3,0.678,1
292.7,1,2,2,1,7,1,1,2,0.47,1
6.4,0,1,1,1,3,0,0,0,0.53,1
208.5,1,0,0,0,6,2,2,1,0.521,0
80.9,0,0,1,1,2,1,0,1,0.059,0
305.9,3,1,3,2,7,1,0,2,0.051,1
88.8,0,1,1,3,8,0,0,0,0.601,0
213.8,0,0,1,2,3,1,0,0,0.624,0
193.7,3,0,1,1,5,2,2,1,0.047,1
138.7,0,0,1,2,3,1,0,0,0.378,0
237.2,0,1,1,2,0,1,1,1,0.613,1
254.0,0,1,0,1,1,2,0,0,0.657,0
198.4,0,0,1,3,10,1,2,1,0.828,0
265.4,0,0,2,0,5,1,1,2,0.421,0
344.2,0,0,0,0,1,1,0,0,0.548,0
146.7,2,0,2,0,0,0,0,0,0.579,0
180.1,1,0,0,0,3,2,2,1,0.312,0
4.4,0,1,2,3,10,2,1,0,0.054,0
278.6,1,0,1,1,4,2,0,1,0.004,0
182.1,0,0,2,1,10,2,2,1,0.836,1
142.8,3,0,1,1,5,1,0,0,0.2,0
32.9,0,0,3,1,8,1,0,2,0.63,0
311.4,1,0,1,1,8,1,1,1,0.577,1
138.3,0,0,2,0,0,2,0,1,0.4,0
238.9,1,0,2,2,0,2,0,0,0.833,0
52.3,0,1,0,0,10,1,0,0,0.698,0
336.5,2,0,0,2,10,2,0,0,0.023,1
62.5,0,0,1,0,1,2,0,3,0.777,0
69.8,3,0,0,2,7,2,0,2,0.507,0
300.6,1,1,1,3,10,2,2,2,0.347,1
319.4,2,0,1,0,10,1,1,0,0.727,1
74.3,2,1,1,0,3,1,0,1,0.686,0
164.4,3,2,0,3,8,1,0,2,0.311,1
256.7,0,1,2,1,7,1,1,1,0.983,1
307.4,0,0,1,2,10,2,0,0,0.649,0
132.7,0,1,2,0,1,1,0,2,0.606,0
181.0,0,0,0,1,6,1,1,0,0.07,0
259.6,1,0,1,1,0,1,0,0,0.279,0
255.9,3,0,0,3,3,1,1,3,0.447,1
274.0,3,0,2,1,0,1,2,0,0.631,1
199.5,1,0,1,2,4,0,1,0,0.513,0
36.6,1,0,3,2,8,2,0,1,0.763,0
316.4,2,0,1,0,7,1,0,3,0.263,1
303.0,3,0,1,1,3,1,0,0,0.702,1
279.3,0,0,0,0,4,0,1,2,0.817,0
35.0,1,2,1,1,4,1,2,0,0.765,0
71.5,2,0,1,2,8,2,2,0,0.771,0
260.3,0,0,1,1,2,2,0,0,0.889,0
8.1,0,0,0,0,1,0,1,1,0.084,1
342.7,3,0,0,2,5,2,1,0,0.697,1
132.0,3,0,0,2,9,2,1,0,0.969,0
251.8,3,0,3,1,5,1,1,1,0.574,1
310.6,2,0,1,2,2,0,0,1,0.217,0
138.1,0,0,0,0,0,1,0,1,0.999,0
111.7,0,0,3,2,10,2,2,2,0.175,1
213.1,1,0,0,1,8,1,0,0,0.336,0
203.3,1,0,1,1,1,1,0,0,0.172,1
143.2,1,0,2,0,0,2,0,0,0.465,0
210.6,1,0,3,2,1,2,0,1,0.419,0
327.4,0,0,2,2,4,2,2,0,0.491,1
163.7,1,0,1,1,8,2,0,0,0.928,0
68.9,0,0,3,3,1,0,0,0,0.478,0
132.0,0,0,0,3,9,2,1,0,0.515,0
137.9,0,0,3,0,0,1,1,3,0.887,0
45.9,0,2,2,2,8,0,0,1,0.818,0
57.0,2,0,3,1,3,2,0,0,0.24,0
239.6,0,0,0,4,10,0,0,1,0.013,0
118.8,0,0,0,0,5,0,0,1,0.629,0
334.2,2,2,2,1,2,1,0,0,0.845,1
85.3,1,0,1,1,2,1,0,0,0.553,0
34.6,0,0,1,1,9,0,1,1,0.211,0
263.7,0,2,3,2,4,1,2,0,0.741,1
308.4,0,0,1,1,3,2,2,1,0.67,0
97.3,1,2,1,0,8,2,0,1,0.565,1
70.7,0,0,1,1,5,0,0,2,0.863,0
65.0,0,0,0,3,7,1,2,3,0.784,0
182.7,0,0,0,2,4,2,1,2,0.668,0
163.9,1,0,0,1,0,0,1,1,0.665,0
90.8,0,2,2,1,0,0,0,0,0.662,0
15.8,2,0,2,0,0,0,0,1,0.525,0
168.5,0,2,1,3,6,1,1,2,0.464,1
335.8,1,0,1,2,5,0,1,3,0.71,1
228.4,0,0,2,2,8,2,0,2,0.61,0
173.4,0,2,2,3,9,2,2,0,0.49,1
38.7,0,0,2,0,1,0,1,1,0.127,0
88.4,2,2,1,2,10,1,1,2,0.702,1
103.2,2,0,2,0,10,0,0,1,0.646,0
267.7,0,1,1,0,6,0,1,1,0.342,0
306.8,0,0,1,1,5,2,1,1,0.356,1
315.6,3,0,2,1,1,1,0,1,0.247,1
344.6,1,1,1,3,1,2,1,0,0.962,1
343.8,0,0,1,1,0,1,1,0,0.86,0
333.5,0,0,1,3,7,0,1,2,0.561,0
25.1,1,0,1,2,4,1,0,3,0.402,0
48.2,1,1,1,2,2,0,2,2,0.737,0
106.6,1,0,2,3,1,2,0,0,0.528,1
193.5,3,1,1,1,0,2,0,0,0.976,1
33.9,0,2,0,1,7,1,0,0,0.055,0
296.0,0,0,2,0,7,1,0,2,0.034,0
215.9,0,0,1,1,6,2,0,1,0.569,0
189.8,0,1,3,3,1,2,0,3,0.203,1
57.9,0,0,0,1,0,0,1,0,0.604,0
88.6,0,0,1,1,1,0,0,1,0.781,0
56.1,0,1,1,0,8,0,2,2,0.138,0
298.2,1,0,2,1,8,1,0,0,0.441,0
204.5,0,0,0,2,3,1,1,3,0.689,0
257.3,0,1,3,1,0,0,2,1,0.834,0
103.6,1,0,1,2,3,1,1,0,0.496,1
129.9,1,0,1,2,8,1,1,0,0.206,0
141.7,2,0,1,2,1,0,1,2,0.586,0
266.0,2,1,0,1,8,2,0,1,0.455,1
270.3,1,1,1,2,5,1,0,2,0.772,1
72.4,0,0,0,0,1,1,0,2,0.556,0
329.5,0,0,1,1,10,1,0,0,0.279,0
42.2,1,0,1,2,5,1,0,2,0.754,0
313.6,0,0,1,2,7,2,0,3,0.518,1
35.1,0,0,0,0,1,1,2,0,0.178,0
92.6,0,2,0,3,4,1,2,2,0.563,0
296.3,0,0,0,0,6,2,1,0,0.948,0
62.8,0,1,0,2,7,2,1,0,0.706,0
144.7,0,0,1,4,0,2,0,0,0.299,0
157.5,2,0,0,1,6,0,0,2,0.711,0
85.8,3,0,2,3,10,0,1,0,0.283,0
248.6,0,0,0,2,8,2,1,0,0.543,0
298.0,3,1,0,2,2,1,0,1,0.527,1
306.1,0,2,2,2,10,2,0,0,0.247,1
118.8,3,1,0,2,7,2,0,2,0.348,1
185.8,3,0,1,0,0,1,0,3,0.942,1
86.9,0,1,3,2,1,1,0,0,0.251,0
85.7,2,0,3,0,10,1,0,0,0.801,0
56.4,3,2,2,4,2,1,1,3,0.667,1
329.0,3,0,0,0,1,2,2,0,0.533,1
310.8,3,0,1,0,4,2,1,0,0.138,1
272.1,1,0,3,3,5,1,1,3,0.205,1
181.2,0,0,3,0,6,2,1,2,0.179,1
171.7,2,0,0,1,7,1,0,1,0.587,0
185.4,1,2,1,2,10,2,1,1,0.973,1
187.8,1,1,1,0,8,0,0,3,0.877,1
152.1,0,2,0,0,0,2,1,1,0.025,0
46.1,1,0,2,1,0,2,0,1,0.274,1
44.0,0,0,0,0,0,1,2,2,0.157,0
333.3,1,0,1,0,4,1,2,1,0.976,0
168.7,0,0,0,0,3,2,0,1,0.236,0
333.6,1,0,1,1,10,0,0,0,0.201,0
57.3,2,0,0,1,4,2,0,1,0.621,0
194.0,0,0,1,0,0,2,1,1,0.556,0
72.7,1,0,0,2,9,2,1,0,0.226,0
88.6,0,0,3,2,2,1,0,0,0.67,0
10.5,3,1,0,0,10,1,1,2,0.097,1
41.6,1,0,1,1,8,2,0,0,0.019,0
320.9,0,2,0,3,9,1,0,0,0.082,1
112.5,0,0,0,2,9,0,0,0,0.365,0
212.8,0,1,0,1,1,0,1,0,0.975,0
162.8,0,1,0,1,6,2,0,2,0.547,0
140.2,3,1,0,0,4,1,0,0,0.755,0
186.2,1,1,1,3,6,0,0,0,0.321,0
65.5,0,1,2,3,8,1,2,2,0.719,0
346.0,2,0,0,3,5,2,1,0,0.966,1
286.4,0,0,1,0,3,1,2,0,0.358,0
259.6,2,0,1,1,10,2,1,2,0.999,1
164.1,0,0,0,0,7,2,1,1,0.638,0
53.5,1,0,1,1,9,2,0,2,0.749,0
322.2,3,0,0,1,2,2,1,2,0.252,1
119.5,0,0,0,2,9,1,0,3,0.643,0
17.5,1,0,1,0,3,2,0,0,0.511,0
119.8,3,0,3,3,5,0,0,2,0.956,1
278.1,0,0,3,0,9,2,0,1,0.905,1
217.9,0,1,3,0,3,1,2,0,0.397,1
262.8,1,1,1,3,2,2,2,3,0.947,1
277.8,0,0,0,2,10,2,1,0,0.885,0
74.2,0,0,1,1,10,0,0,2,0.59,0
323.3,0,0,0,2,3,2,2,1,0.082,0
153.3,2,0,0,0,3,0,1,1,0.161,0
223.7,0,1,0,0,2,1,0,0,0.077,0
0.8,0,0,1,1,0,1,1,3,0.108,0
347.7,2,2,1,1,6,1,1,1,0.977,1
98.3,1,0,0,2,2,1,0,0,0.212,0
